,Ticker,Buffet Stars,Volume:,Avg Vol (1m):,Market Cap $:,Enterprise Value $:,Financial Strength,Cash-To-Debt,Cash-To-Debt_ind,Cash-To-Debt_his,Equity-to-Asset,Equity-to-Asset_ind,Equity-to-Asset_his,Debt-to-Equity,Debt-to-Equity_ind,Debt-to-Equity_his,Debt-to-EBITDA,Debt-to-EBITDA_ind,Debt-to-EBITDA_his,Interest Coverage,Interest Coverage_ind,Interest Coverage_his,Piotroski F-Score,Altman Z-Score,Beneish M-Score,ROIC,WACC,roic - wacc,Profitability Rank,Operating Margin %,Operating Margin %_ind,Operating Margin %_his,Net Margin %,Net Margin %_ind,Net Margin %_his,ROE %,ROE %_ind,ROE %_his,ROA %,ROA %_ind,ROA %_his,ROC (Joel Greenblatt) %,ROC (Joel Greenblatt) %_ind,ROC (Joel Greenblatt) %_his,3-Year Revenue Growth Rate,3-Year Revenue Growth Rate_ind,3-Year Revenue Growth Rate_his,3-Year EBITDA Growth Rate,3-Year EBITDA Growth Rate_ind,3-Year EBITDA Growth Rate_his,3-Year EPS without NRI Growth Rate,3-Year EPS without NRI Growth Rate_ind,3-Year EPS without NRI Growth Rate_his,Valuation Rank,PE Ratio,PE Ratio_ind,PE Ratio_his,Forward PE Ratio,Forward PE Ratio_ind,Forward PE Ratio_his,PE Ratio without NRI,PE Ratio without NRI_ind,PE Ratio without NRI_his,Price-to-Owner-Earnings,Price-to-Owner-Earnings_ind,Price-to-Owner-Earnings_his,PB Ratio,PB Ratio_ind,PB Ratio_his,PS Ratio,PS Ratio_ind,PS Ratio_his,Price-to-Free-Cash-Flow,Price-to-Free-Cash-Flow_ind,Price-to-Free-Cash-Flow_his,Price-to-Operating-Cash-Flow,Price-to-Operating-Cash-Flow_ind,Price-to-Operating-Cash-Flow_his,EV-to-EBIT,EV-to-EBIT_ind,EV-to-EBIT_his,EV-to-EBITDA,EV-to-EBITDA_ind,EV-to-EBITDA_his,EV-to-Revenue,EV-to-Revenue_ind,EV-to-Revenue_his,PEG Ratio,PEG Ratio_ind,PEG Ratio_his,Shiller PE Ratio,Shiller PE Ratio_ind,Shiller PE Ratio_his,Current Ratio,Current Ratio_ind,Current Ratio_his,Quick Ratio,Quick Ratio_ind,Quick Ratio_his,Days Inventory,Days Inventory_ind,Days Inventory_his,Days Sales Outstanding,Days Sales Outstanding_ind,Days Sales Outstanding_his,Days Payable,Days Payable_ind,Days Payable_his,Dividend Yield %,Dividend Yield %_ind,Dividend Yield %_his,Dividend Payout Ratio,Dividend Payout Ratio_ind,Dividend Payout Ratio_his,3-Year Dividend Growth Rate,3-Year Dividend Growth Rate_ind,3-Year Dividend Growth Rate_his,Forward Dividend Yield %,Forward Dividend Yield %_ind,Forward Dividend Yield %_his,5-Year Yield-on-Cost %,5-Year Yield-on-Cost %_ind,5-Year Yield-on-Cost %_his,3-Year Average Share Buyback Ratio,3-Year Average Share Buyback Ratio_ind,3-Year Average Share Buyback Ratio_his,Price-to-Tangible-Book,Price-to-Tangible-Book_ind,Price-to-Tangible-Book_his,Price-to-Intrinsic-Value-Projected-FCF,Price-to-Intrinsic-Value-Projected-FCF_ind,Price-to-Intrinsic-Value-Projected-FCF_his,Price-to-Intrinsic-Value-DCF (Earnings Based),Price-to-Intrinsic-Value-DCF (Earnings Based)_ind,Price-to-Intrinsic-Value-DCF (Earnings Based)_his,Price-to-Median-PS-Value,Price-to-Median-PS-Value_ind,Price-to-Median-PS-Value_his,Price-to-Peter-Lynch-Fair-Value,Price-to-Peter-Lynch-Fair-Value_ind,Price-to-Peter-Lynch-Fair-Value_his,Price-to-Graham-Number,Price-to-Graham-Number_ind,Price-to-Graham-Number_his,Earnings Yield (Greenblatt) %,Earnings Yield (Greenblatt) %_ind,Earnings Yield (Greenblatt) %_his,Forward Rate of Return (Yacktman) %,Forward Rate of Return (Yacktman) %_ind,Forward Rate of Return (Yacktman) %_his
286,CFX,1,1332442,1149633,"6,83","8,49",5,"0,1",error,error,"0,58","56,13",100,"0,39","41,69","99,72","3,55","28,769999999999996","67,36","3,52","16,319999999999993","85,65",7,"2,01","-2,38","3,49","11,9","-8,41",5,"7,94","53,37","65,24000000000001","2,92","35,42","77,16","2,66","28,83","63,82","1,4","30,92","67,62",error,"63,88","53,9","12,3","80,28999999999999","51,6","18,2","74,81","83,67","6,9","55,06","76,68",4,"62,12","15,469999999999999","87,59","17,12","61,6",0,"52,5","19,310000000000002","90,11","30,24","42,08","94,75","1,5","65,24000000000001","88,1","1,81","48,62","49,36","23,09","47,13","99,49","16,76","50,55","96,28","35,02","24,28","61,76","16,77","45,44","86,25","2,31","42,29","46,83",error,error,error,"80,4","12,659999999999997",79,"1,77","43,83","55,56","0,97","28,799999999999997","92,38","109,06","49,27","90,9","55,31","75,53999999999999","92,67","68,15","45,33","77,81",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"1,3","92,41","99,07",error,error,error,"1,35","54,44","80,87",error,error,error,"1,26","44,36","41,92","9,93","2,75","95,79",error,error,error,error,"39,92","55,71",error,"58,18","45,97"
287,CGEN,1,875867,1096334,"0,32385","0,23207",6,"36,49","60,29","99,71","0,82","59,52","71,74","0,03","67,72",80,"-0,08",error,100,error,error,error,5,"8,76","-4,74","-322,33","7,28","-329,60999999999996",1,"-442,31","40,08","93,77","-426,51","39,14","93,92","-30,46","57,04","77,46","-26,02","55,82","75,98",error,"39,87","75,35",error,error,error,"17,9","60,71","99,83","19,9","63,43","70,06",error,error,error,error,error,error,error,error,error,error,error,error,error,"3,19","45,56","99,89","39,68","33,3","99,29",error,error,error,error,error,error,"-6,13",error,"91,38","-6,13",error,"91,38","27,14","38,24","99,39",error,error,error,error,error,error,"7,36","57,13","75,67","7,36","58,23","75,21000000000001",error,error,error,"182,5","15,530000000000001",100,"794,61","81,35","90,53999999999999",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"-17,7","46,75","76,23","3,22","51,04","84,64",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"40,74","60,56",error,error,error
288,CGNT,0,1187554,748395,"0,8403099999999999","0,82051",6,"3,3","48,34","89,08","0,5","40,08","47,06","0,07","67,17","83,33","1,3","48,01","84,48","43,56","53,14","90,03999999999999",5,"2,39","-3,08","0,86","6,92","-6,06",3,"0,98","42,37",100,"1,69","47,33",100,"1,47","44,37",100,"0,67","46,76",100,error,"43,55",100,error,error,error,error,error,error,error,error,error,error,"106,75","12,760000000000005","58,62",error,error,error,"106,75","13,079999999999998","58,62",error,error,error,"3,02","56,17","99,59","3,48","51,28","58,49","16,07","69,36","99,65",error,error,error,"197,56","4,939999999999998","95,71","50,13","19,349999999999994","94,56","3,33","52,89","53,01",error,error,error,error,error,error,"1,41","29,909999999999997","74,74","1,33","31,67","77,66","76,95","23,959999999999994",100,"253,11","6,349999999999994",100,"196,69","82,2",100,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"6,97","37,43","99,76",error,error,error,error,error,error,error,error,error,error,error,error,"5,73","19,72","99,53",error,"44,87","98,35",error,error,error
289,CGNX,"4,5",898838,646620,"12,20","12,13",7,"14,64","80,31","99,9","0,73","77,69","41,18","0,02","91,6","85,71000000000001","0,08","92,85",100,N/A,error,error,5,"15,24","-2,54","19,7","10,74","8,959999999999999",9,"31,45","97,81","83,45","29,08","97,08","60,62","20,98","86,81","74,94","15,02","93,53","55,72",error,"97,31","79,15","2,5","58,19","69,67",-5,"31,310000000000002","87,73","0,7","41,97","53,11",3,"41,81","26,03","65,13","40,67","9,010000000000005",0,"41,81","26,400000000000006","66,67","45,64","31,340000000000003","67,41","8,17","7,579999999999998","55,52","12,19","7,359999999999999","51,93","37,79","32,709999999999994","42,06","36,27","26,08","43,26","37,01","23,03","71,34","34,62","19,769999999999996","65,72","11,63","7,689999999999998","50,83","5,57","17,400000000000006","71,76","68,32","18,629999999999995","63,17","4,07","83,19","81,37","3,58","85,43","83,21000000000001","90,3","47,53","98,79","47,48","78,44","60,41","32,66","13,519999999999996","70,47","0,36","11,209999999999994","81,2","0,15","81,99",100,"10,3","72,15","78,73","0,38","10,790000000000006",0,"0,72","22,42","81,28","-0,4","66,53","50,42","9,85","7,829999999999998","64,61","2,81","31,42","76,03999999999999",error,"23,849999999999994","80,74","1,2","51,48",64,error,error,error,"4,28","12,659999999999997","51,78",error,"44,04","80,18",error,"49,6","47,22"
290,CHCO,"4,5",48233,59509,"1,26","0,62222",5,NoDebt,"99,86",100,"0,11","66,8","62,5",error,error,error,error,error,error,N/A,error,error,6,0,0,0,"6,51","-6,51",6,error,error,error,"40,14","85,64",100,"12,45","69,73",60,"1,5","80,28999999999999","65,22",error,error,error,"6,3","58,24","54,13",error,error,error,"16,8","77,09","48,86",3,"15,1","27,439999999999998","50,17","16,52","13,090000000000003",0,"15,1","27,400000000000006","50,17","12,53","30,83","43,22","1,88","13,840000000000003","48,36",6,"15,909999999999997","79,84","13,37","18,849999999999994","53,6","12,84","19,489999999999995","58,64",error,error,error,error,error,error,"2,87","56,03","81,46000000000001","1,45","50,88","81,03","18,94","26,64","59,67",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"2,77","49,28","79,93","0,42","24,900000000000006","85,71000000000001","9,2","64,7","73,83","2,85","49,42",0,"3,89","56,22","79,9","-0,3","62,49","91,7","2,26","11,799999999999997","68,75","0,9",24,"96,37",error,"23,849999999999994","92,47","1,36","19,5","57,22","1,46","36,65","96,56","1,23","16,61","82,3",error,error,error,error,"48,8","65,14"
291,CHD,5,2541605,1670960,"25,81","27,67",5,"0,1","17,819999999999993","97,04","0,48","42,76","47,5","0,51","42,57","74,46000000000001","1,36","66,2","40,17","19,7","61,92","79,14",6,"6,16","-2,35","13,23","4,63","8,600000000000001",9,"21,37","92,68",100,"16,02","89,37","43,53","25,09","90,31","52,76","11,19","86,91","63,89",error,"98,3",100,"9,6","76,28","55,98","12,6","65,06","43,7","2,5","46,14","58,02",1,"31,68","27,549999999999997","89,8","31,87","16,060000000000002",0,"31,68","27,67","89,8","29,47","32,7","98,06","7,19","7,790000000000006","85,5","5,06","17,480000000000004","93,02","35,07","25,92","98,48","30,58","23,209999999999994","98,43","24,91","27,209999999999994","87,29","20,84","26,379999999999995","85,46","5,37","13,849999999999994","93,57","3,08","36,4","75,74","44,42","19,180000000000007","71,9","0,74","10,659999999999997","95,48","0,39","10,659999999999997",100,"67,06","59,18",100,"28,11","68,43",100,"73,6","70,57",100,"0,96","22,939999999999998",100,"0,3","58,14","77,78","8,1","70,46000000000001","88,91","0,96","19,480000000000004",0,"1,41","32,620000000000005",100,"0,3","81,6","87,44",error,error,error,"2,07","29,53","80,55",error,"32,459999999999994","95,35","1,44","24,439999999999998","62,81","2,79","21,28","56,96",error,error,error,error,"44,32","93,76",error,"69,63","71,6"
292,CHDN,"2,5",239195,182904,"8,08","9,79",3,"0,16","26,879999999999995","99,15","0,11","14,599999999999994","94,12","5,81","6,409999999999997","59,51","3,94","50,81","60,71","3,41","31,590000000000003","87,06",8,"3,03","-2,76","7,85","7,9","-0,05000000000000071",7,"18,91","88,24","93,31","14,76","86,6","47,29","69,76","98,24",100,"7,59","85,47","47,45",error,"85,61","88,54","12,6","89,91","64,27","-5,8","49,16","86,18","-49,4","21,33",100,1,"37,3","31,03","53,04",error,error,error,"37,4","31,209999999999994","99,6","25,55","40,6","71,18","23,9","2,3799999999999955","48,16","5,56","30,680000000000007","56,74","42,21","26,840000000000003","73,47","30,58","29,599999999999994","79,25","24,92","42,72","91,32","19,43","45,75","74,18","6,44","36,44","56,1","11,33","15,790000000000006",99,"79,44","15,189999999999998","66,58","1,5","53,04","43,58","1,5","61,08","43,58",error,error,error,"9,95",84,"59,2","31,35","22,650000000000006","79,17","0,31","8,930000000000007","93,52","0,11","85,8",100,"7,1","81,57","95,94","0,31","7,310000000000002",0,"0,5","21,17","93,68","5,1","97,09","92,93",error,error,error,"6,8","9,439999999999998","72,1",error,"18,180000000000007","98,8","1,89","36,47","65,88","7,38","7,950000000000003","99,24",error,error,error,error,"73,15","69,5",error,"62,76","79,95"
293,CHE,4,57322,73239,"7,37","7,59",7,"0,21","25,650000000000006","92,45","0,59","57,99","84,85","0,18","61,68","95,19","0,3","86,45",100,"175,29","84,84",100,7,"12,9","-2,53","23,95","3,91","20,04",9,"18,77","84,76","97,7","14,43","81,9","90,61","35,93","93,42",85,"22,1","95,34","89,62",error,"92,39","62,34","8,4","58,89","55,29","43,6","84,03","72,9","49,2","88,07","88,15",2,"25,17","51,32","68,46000000000001","24,12","52,42",0,"25,17","51,33","68,46000000000001","24,82","47,75","97,15","9,47","12,439999999999998","81,36","3,62","35,36","80,28","28,5","44,85","71,19","23,28","39,87","59,99","18,58","51,34","67,94","16,22","41,33","63,21","3,5","41,36","76,79","1,41","63,24","97,97","47,83","35,75","53,11","0,7","14,219999999999999","89,01","0,67","18,959999999999994","87,97","1,99","95,03","75,69",20,"81,23",100,"14,14","12,079999999999998","91,41","0,29","6,959999999999994","94,79","0,07","94,23",100,"6,9","62,5","63,12","0,3","6,900000000000006",0,"0,42","10,870000000000005","94,2","0,3","88,97","70,28999999999999","81,44","1,4500000000000028","85,11","2,59","37,5","66,56",error,68,"80,86","2,08","15,670000000000002","66,83","1,01","71,69","94,05","9,54","6,150000000000006","70,18",error,"69,53","73,68",error,"86,42","97,48"
294,CHEF,1,214156,215101,"1,22","1,63",3,"0,26","39,93","66,67","0,33","41,31","91,09","1,56","23,64","65,81","-28,05",error,100,error,error,error,2,"2,68","-2,13","-5,2","13,86","-19,06",5,"-3,63","14,810000000000002","65,33","-3,43","15,489999999999995","61,55","-14,63","12,200000000000003","86,21000000000001","-5,03","13,760000000000005","81,05",error,"11,409999999999997","88,16","-11,4","15,219999999999999",100,error,error,error,error,error,error,4,"113,53",error,error,error,error,error,error,error,error,error,error,error,"3,57","29,549999999999997","84,13","0,8","34,47","63,06",error,error,error,error,error,error,"-30,22",error,"65,16","-85,66",error,"56,85","1,09","28,42","58,68",error,error,error,"113,53",5,"85,33","2,48","81,97","43,8","1,76","80,98","50,51","33,66","54,51","46,5","29,03","37,76",100,"26,63","18,340000000000003","61,66",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"-9,4","13,120000000000005",100,"94,5","1,1299999999999955","90,41","2,7","15,870000000000005","81,35",error,error,error,"1,26","30,590000000000003","97,73",error,error,error,error,error,error,error,"14,090000000000003","70,53",error,"16,590000000000003",100
295,CHGG,1,3326162,4457103,"3,99","4,13",5,"1,04","46,67",100,"0,43",40,"68,09","1,25","14,689999999999998","56,7","15,41","4,730000000000004",100,"3,71","28,659999999999997",100,6,"2,13","-2,8","0,27","7,83","-7,5600000000000005",3,"13,06","62,23",100,"0,04","31,33",100,"0,03","27,439999999999998",100,"0,01","31,620000000000005",100,error,"61,8","80,75","26,3","83,18","42,64","383,9","98,84",100,37,"81,82","89,69",error,"15,31",error,error,"15,31","20,689999999999998",0,error,error,error,"984,89","0,8299999999999983","73,35","2,95",20,"94,08","5,08","21,72","81,9","23,92","23,739999999999995","98,28","14,28","31,519999999999996","92,53","110,04","8,480000000000004","76,28","35,91","13,560000000000002","43,43","5,08","21,560000000000002","81,78",error,error,error,error,error,error,"13,64","97,91","72,83","13,64","97,91","72,83",error,error,error,"5,32","78,03999999999999","87,32","13,11","27,47","70,87",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"-5,7","29,370000000000005",70,"3,91","26,489999999999995","98,05","2,22","22,319999999999993",100,error,error,error,error,error,error,error,error,error,error,error,error,error,"35,47","98,68",error,error,error
296,CHH,1,551982,229214,"8,09","9,12",4,"0,39","45,54","48,65","0,11","14,370000000000005",86,"5,02","7,310000000000002","79,25","2,72","58,91","77,34","7,41","43,34","56,17",7,"5,2","-2,6","20,96","10,21","10,75",8,"35,59","96,35",100,"23,8","93,42",100,"374,95","99,75",100,"13,96","93,66","57,22",error,"93,22","80,41","-5,8","67,4",100,"-21,9","30,129999999999995",100,"-14,4","45,97","89,45",1,"35,04","32,18000000000001","84,46000000000001","27,17","38,71",0,"35,04","33,239999999999995","84,46000000000001","33,18","34,230000000000004","87,1","38,15","1,1299999999999955","97,81","8,3","20,090000000000003","87,94","34,61","33,68000000000001","75,82","28,47","30,150000000000006","68,11","25,69",40,"76,66","22,34","39,77","69,82","8,98","26,39","82,74",error,error,error,"49,4","23,540000000000006","90,08","1,2","42,25","70,03","1,2","51,78","70,03",error,error,error,"65,76","30,909999999999997","92,32","65,43","45,17",100,"0,47","17,409999999999997","88,45","0,11","85,8",100,-36,"48,24",100,"0,65","20,549999999999997",0,"0,2","6,760000000000005","87,62","0,7","84,56","97,44",error,error,error,"4,28","15,060000000000002","64,5",error,error,error,"1,99","31,540000000000006","93,96",error,error,error,error,error,error,error,"71,76","68,52",error,"49,83","95,92"
297,CHKP,"4,5",1672777,1237482,"16,65","15,01",8,NoDebt,"99,89",100,"0,58","50,64",100,error,error,error,error,error,error,415,"77,1","62,82",6,"8,09","-2,76","17,28","6,02","11,260000000000002",9,"42,83","97,77",100,"38,78","96,77",100,"24,67","88,61",100,"14,56","90,28","70,99",error,"97,7","98,22","9,3","60,47","84,62","3,3","34,709999999999994","90,78999999999999","7,3","43,13","91,76",8,"20,71","65,96000000000001","55,39","17,25","74,28999999999999",0,"20,71","66,69","55,39","16,04","68,05","66,22999999999999","5,05","36,03","90,07","7,99","27,230000000000004","68,36","14,47","73,77","70,77","14,3","67,84","70,62","16,34","61,62","64,44","15,83","53,39","65,96","7,01","31,799999999999997","65,41","3,63","25,33","84,35","25,73","67,77000000000001","77,53","1,43","30,86",100,"1,43","34,980000000000004","96,27",error,error,error,"64,58","47,35",100,"26,04","27,400000000000006","41,3",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"4,8","98,21","70,06","8,14","33,43000000000001","93,41","1,06","76,16","95,98",error,"52,6","68,82","0,87","75,03","54,55",error,error,error,"2,74","48,07","95,96",error,"77,74","78,2",error,"44,08",100
298,CHNG,0,3133920,2129177,"6,32","11,08",3,"0,02","3,6899999999999977",100,"0,33","29,22","96,49","1,47","15,810000000000002","91,77","5,98","18,22","90,96","0,58","4,650000000000006",100,5,"0,83","-2,31","0,88","6,12","-5,24",2,"4,15","46,19",100,"-1,53","36,67",100,"-1,57","35,239999999999995","85,6","-0,51","39,13","76,6",error,"83,03999999999999",100,error,error,error,error,error,error,error,error,error,error,"13,72",error,error,"13,72","84,68",0,error,error,error,error,error,error,"1,94","65,03999999999999","78,71","1,96","56,07",100,"21,72","52,37","88,51","11,97","62,11","98,7",71,11,"60,74","13,86","50,89","91,18","3,29","43,74",100,error,error,error,error,error,error,"1,1","29,049999999999997","47,83","1,1","37,92","47,83",error,error,error,"76,76","24,599999999999994",100,"14,75","12,430000000000007",100,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"-37,4","14,870000000000005",0,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"44,26",100,error,error,error
299,CHPT,0,9398247,10187040,"4,73","4,52",7,"13,31","88,67",100,"0,65","79,5",80,"0,05","88,34",0,"-0,45",error,100,error,error,error,N/A,"8,31",0,error,error,error,error,"-115,18","2,489999999999995",100,"-44,59","6,640000000000001",100,"-44,66","8,189999999999998",100,"-8,92","13,060000000000002",100,error,"5,329999999999998",100,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"8,22","12,189999999999998",100,"26,01","3,0400000000000063",100,error,error,error,error,error,error,"-63,18",error,"92,49","-73,75",error,"95,78","27,66","2,8100000000000023","84,46000000000001",error,error,error,error,error,error,"2,95","81,35",100,"2,78","88,61",100,"83,95","58,17",100,"108,18","7,409999999999997",100,"76,13","62,94",100,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"19,59","4,680000000000007","72,83",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"20,620000000000005","58,37",error,error,error
300,CHRW,1,881218,1121271,"14,18","15,91",5,"0,1","17,239999999999995",100,"0,3","28,069999999999993",100,"1,05","33,22","92,63","1,86","68,51",100,"18,74","72,51","99,96",6,"6,75","-1,67","22,68","5,62","17,06",7,"4,74","44,88","76,86","3,6","48,81","77,25","40,19","93,34","65,29","13,45","91,56","77,34",error,94,"91,61","4,2","69,03",100,"-2,5","40,45",100,"1,4","50,89","96,42",7,"19,33","42,19","76,53999999999999","18,8","38,32",0,"19,33","42,2","76,53999999999999","641,79","0,6099999999999994","99,96","7,28","7,980000000000004","64,4","0,69","69,98","83,53","130,33","4,359999999999999","73,58","82,17","7,540000000000006","49,69","15,99","44,3","68,46000000000001","14,62","35,209999999999994","65,19","0,75","77,73","83,56",error,error,error,"25,87","37,64","75,69","1,36","52,82","70,97","1,36","57,4","70,97",error,error,error,"50,25","43,46",100,"26,8","29,370000000000005",100,"1,91","43,82",70,"0,36","40,68",100,"4,1","65,16",100,"2,02","42,74",0,"2,46","50,6","70,08","1,3","88,19","53,19","38,55","1,3199999999999932","98,45","2,04","28,28","68,72",error,error,error,"0,89","74,95","62,37",error,error,error,"5,75","4,189999999999998","92,03",error,"58,78","51,31",error,"42,24","87,41"
301,CHTR,3,1339882,1279389,"104,48","197,12",3,"0,01","1,4300000000000068","88,89","0,12","14,430000000000007","88,97","5,21","3,730000000000004","75,48","4,56","23,620000000000005",100,"2,61","15,670000000000002",100,7,"1,03",0,"5,95","5,59","0,3600000000000003",7,"20,26","87,38",100,"8,4","71,1","53,25","19,85","84,86","99,1","2,99","57,21","40,88",error,"62,91",100,"17,9","87,28999999999999","80,75","19,8","71,45","80,39","-23,3","26,510000000000005","45,21",5,"26,54","36,92","84,62","18,13","49,62",0,"26,54","37,5","84,62","14,2","47,85","97,3","6,14","13,269999999999996","98,69","2,29","42,84","61,24","14,36","51,15",94,"7,13","66,03999999999999","54,87","19,36","40,26","99,96","9,91","50,81","86,73","3,79","31,879999999999995","80,12","1,21","52,69","92,65","63,7","15,64",100,"0,29","4,609999999999999","80,39","0,29","5,709999999999994","80,39",error,error,error,"16,99","94,89",100,"8,42","4,329999999999998","64,03",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"6,7","98,26","61,23",error,error,error,"10,41","3,780000000000001","99,94",error,"15,909999999999997",100,"1,07","46,57",100,"1,48","38,73","89,62",error,error,error,error,"63,36","99,51",error,"83,53999999999999","96,93"
302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,CHX,0,1295733,1320230,"4,92","5,59",5,"0,29","41,39",100,"0,49","53,13","67,27000000000001","0,51","46,16","64,83","2,08","59,79","87,66","2,49","22,909999999999997",100,7,"2,67","-2,4","3,29","20,38","-17,09",5,"4,74","50,85","50,68","2,61","53,27","83,52","4,67","56,47","96,13","2,22","59,61","89,19",error,"67,22","82,68",error,error,error,error,error,error,error,error,error,error,"64,5","8,299999999999997","90,72",error,error,error,"64,5","8,659999999999997","90,02","17,26","35,480000000000004","68,03","2,78","23,25","68,21","1,66","44,32","47,95","17,44","27,620000000000005","73,4","13,59","22,349999999999994","61,26","30,54","17,090000000000003","79,18","12,9","31,25","57,1","1,84","55,5","63,49",error,error,error,error,error,error,"1,87","65,12",100,"1,22","54,68",100,"74,52","21,86",100,"68,36","31,709999999999994","46,92","55,6","48,68","61,97",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"-37,3","14,340000000000003",100,"8,03","8,170000000000002","75,35",error,error,error,error,error,error,error,error,error,error,error,error,"4,85","6,200000000000003","95,51",error,"53,67","96,39",error,error,error
304,CI,1,1445694,1909979,"79,54","111,09",4,"0,1","4,349999999999994","99,5","0,31","17,39","96,43","0,72","33,33","42,58","2,29","47,06","86,18","9,66","44,44","54,33",7,0,"-5,9","7,55","5,87","1,6799999999999997",6,error,error,error,"4,92","65,22","40,74","17,28","69,57","75,97","5,4","56,52","98,66",error,error,error,"38,7","94,44",100,"33,6","86,67",100,"37,8",80,"69,35",9,"10,14","86,67","85,82","10,7",80,0,"10,14","92,86","85,82","7,53","57,14","85,3","1,67","65,22","82,23","0,48","82,61","86,41","13,97","38,89","92,59","11,68","26,319999999999993","75,6","9,11","76,47","88,87","7,37","76,47","91,22","0,65","65,22","92,59",error,error,error,"21,23","53,85","62,56",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"1,67","44,44","98,8","0,13","87,5",100,error,error,error,"1,67","55,56",0,"1,67","22,22","98,8","-13,3",20,"96,9",error,error,error,"0,72","76,92","68,38",error,error,error,"0,63","78,57","87,5",error,error,error,error,error,error,error,"83,33","48,05",error,error,error
305,CIEN,1,2060679,1704619,"10,84","10,26",7,2,"57,46","99,98","0,62","62,89","76,14","0,27","52,36","82,83","1,28","58,9",100,"17,11","44,22",100,7,"4,15","-2,3","20,65","8,14","12,509999999999998",6,"14,57","84,32",100,"13,81","85,4","55,59","18,21","82,38","66,15","11,23","87,02","56,08",error,"87,37","88,8","2,4","57,96","60,87","22,3","74,08","64,17",error,error,error,2,"21,97","49,82","93,01","21,69","35,19",0,"21,97","50,12","93,01","31,56","42,14","93,48","3,6","26,849999999999994","97,56","3,03","29,980000000000004","89,05","23,76","46,41","99,87","20,27","43,49","93,79","20,36","43,31","91,01","16,03","41,71","77,19","2,77","31,97","83,81","1,14","63,27","67,17","63,32","20,67","96,06","3,51","79,03","76,35","3,1","82,13","76,05","72,27","60,29","71,8","78,62","41,27","55,36","56,75","39,06","86,07",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"-0,1","74,93",100,"4,1","27,709999999999994","92,21","1,68","48,13","96,88",error,error,error,"2,38","14,409999999999997","97,76","1,02","58,37","63,19",2,"38,35","93,85",error,"58,72","82,29",error,"90,48","96,58"
306,CINF,"3,5",491943,571877,"18,91","19,08",5,"1,2","36,62",100,"0,4","75,45","52,38","0,08","71,51","63,64","0,28","73,37",100,"60,25","69,3",100,7,0,0,"9,33","6,03","3,3",7,error,error,error,"28,05","91,37",100,"22,8","88,53",100,"8,9","93,01",100,error,error,error,"10,4","73,36","45,83","25,9","85,33","75,18",6,"57,66","57,27",6,"7,54","75,06","99,35","22,78","13,549999999999997",0,"7,54","74,27","99,35","5,14","70,97","96,56","1,59","34,68000000000001","62,6","2,12","30,680000000000007","54,92","10,2","43,98","81,73","10,11","41,86","80,85","5,89","71,23","99,2","5,73",error,error,"2,08","26,39","48,62","0,49","77,3","99,89","19,92","29,340000000000003","55,83",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"2,15","32,83","93,89","0,16","86,41",100,"6,3","62,63","93,04","2,15","31,950000000000003",0,"2,8","37,44","93,9","0,6","66,31","72,13","1,6","41,3","62,93","0,88","38,21","66,44",error,90,"99,2","1,07","42,29","66,49000000000001","0,3","89,47","99,74","0,73","57,64","94,3",error,"75,78999999999999","73,13",error,"74,41","97,47"
