,Ticker,Buffet Stars,Volume:,Avg Vol (1m):,Market Cap $:,Enterprise Value $:,Financial Strength,Cash-To-Debt,Cash-To-Debt_ind,Cash-To-Debt_his,Equity-to-Asset,Equity-to-Asset_ind,Equity-to-Asset_his,Debt-to-Equity,Debt-to-Equity_ind,Debt-to-Equity_his,Debt-to-EBITDA,Debt-to-EBITDA_ind,Debt-to-EBITDA_his,Interest Coverage,Interest Coverage_ind,Interest Coverage_his,Piotroski F-Score,Altman Z-Score,Beneish M-Score,ROIC,WACC,roic - wacc,Profitability Rank,Operating Margin %,Operating Margin %_ind,Operating Margin %_his,Net Margin %,Net Margin %_ind,Net Margin %_his,ROE %,ROE %_ind,ROE %_his,ROA %,ROA %_ind,ROA %_his,ROC (Joel Greenblatt) %,ROC (Joel Greenblatt) %_ind,ROC (Joel Greenblatt) %_his,3-Year Revenue Growth Rate,3-Year Revenue Growth Rate_ind,3-Year Revenue Growth Rate_his,3-Year EBITDA Growth Rate,3-Year EBITDA Growth Rate_ind,3-Year EBITDA Growth Rate_his,3-Year EPS without NRI Growth Rate,3-Year EPS without NRI Growth Rate_ind,3-Year EPS without NRI Growth Rate_his,Valuation Rank,PE Ratio,PE Ratio_ind,PE Ratio_his,Forward PE Ratio,Forward PE Ratio_ind,Forward PE Ratio_his,PE Ratio without NRI,PE Ratio without NRI_ind,PE Ratio without NRI_his,Price-to-Owner-Earnings,Price-to-Owner-Earnings_ind,Price-to-Owner-Earnings_his,PB Ratio,PB Ratio_ind,PB Ratio_his,PS Ratio,PS Ratio_ind,PS Ratio_his,Price-to-Free-Cash-Flow,Price-to-Free-Cash-Flow_ind,Price-to-Free-Cash-Flow_his,Price-to-Operating-Cash-Flow,Price-to-Operating-Cash-Flow_ind,Price-to-Operating-Cash-Flow_his,EV-to-EBIT,EV-to-EBIT_ind,EV-to-EBIT_his,EV-to-EBITDA,EV-to-EBITDA_ind,EV-to-EBITDA_his,EV-to-Revenue,EV-to-Revenue_ind,EV-to-Revenue_his,PEG Ratio,PEG Ratio_ind,PEG Ratio_his,Shiller PE Ratio,Shiller PE Ratio_ind,Shiller PE Ratio_his,Current Ratio,Current Ratio_ind,Current Ratio_his,Quick Ratio,Quick Ratio_ind,Quick Ratio_his,Days Inventory,Days Inventory_ind,Days Inventory_his,Days Sales Outstanding,Days Sales Outstanding_ind,Days Sales Outstanding_his,Days Payable,Days Payable_ind,Days Payable_his,Dividend Yield %,Dividend Yield %_ind,Dividend Yield %_his,Dividend Payout Ratio,Dividend Payout Ratio_ind,Dividend Payout Ratio_his,3-Year Dividend Growth Rate,3-Year Dividend Growth Rate_ind,3-Year Dividend Growth Rate_his,Forward Dividend Yield %,Forward Dividend Yield %_ind,Forward Dividend Yield %_his,5-Year Yield-on-Cost %,5-Year Yield-on-Cost %_ind,5-Year Yield-on-Cost %_his,3-Year Average Share Buyback Ratio,3-Year Average Share Buyback Ratio_ind,3-Year Average Share Buyback Ratio_his,Price-to-Tangible-Book,Price-to-Tangible-Book_ind,Price-to-Tangible-Book_his,Price-to-Intrinsic-Value-Projected-FCF,Price-to-Intrinsic-Value-Projected-FCF_ind,Price-to-Intrinsic-Value-Projected-FCF_his,Price-to-Intrinsic-Value-DCF (Earnings Based),Price-to-Intrinsic-Value-DCF (Earnings Based)_ind,Price-to-Intrinsic-Value-DCF (Earnings Based)_his,Price-to-Median-PS-Value,Price-to-Median-PS-Value_ind,Price-to-Median-PS-Value_his,Price-to-Peter-Lynch-Fair-Value,Price-to-Peter-Lynch-Fair-Value_ind,Price-to-Peter-Lynch-Fair-Value_his,Price-to-Graham-Number,Price-to-Graham-Number_ind,Price-to-Graham-Number_his,Earnings Yield (Greenblatt) %,Earnings Yield (Greenblatt) %_ind,Earnings Yield (Greenblatt) %_his,Forward Rate of Return (Yacktman) %,Forward Rate of Return (Yacktman) %_ind,Forward Rate of Return (Yacktman) %_his
1388,TMUS,1,4839261,5466818,"133,54","236,06",3,"0,04","8,480000000000004",100,"0,34","38,21","98,04","1,53","22,58","80,78","4,36","19,939999999999998","91,5","2,27","18,790000000000006","63,1",4,"1,08","-2,62","3,34","4,07","-0,7300000000000004",6,"9,46","52,54","66,6","4,21","44,92","85,61","5,05","40,97","91,3","1,67","39,15","91,82",error,"44,97","90,41","8,3","75,62","74,78999999999999","12,5","64,13","49,66",-23,"16,269999999999996","85,7",3,"40,01","19,569999999999993","85,91","30,11","18,349999999999994",0,"40,01",20,"85,91","48,55","13,409999999999997","77,68","1,96","56,03","58,09","1,68","51,57","70,04",error,error,error,"9,31",40,"81,53999999999999","32,19","22,299999999999997","71,51","9,75","42,6",84,"2,93","40,87","64,75","3,23","37,27","62,94",error,error,error,"0,87","31,590000000000003","92,73","0,78","30,099999999999994","92,31","20,67",42,"58,91","19,15","89,28999999999999","44,57","44,73","22,010000000000005","74,3",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"-13,1","20,409999999999997","70,54",error,error,error,"52,41","0,39000000000000057","87,05",error,error,error,"1,41","23,5","84,42",4,"7,480000000000004","56,44",error,error,error,error,"40,9","95,1",error,"32,58","68,5"
1389,TMX,0,845176,1424137,"5,10","6,03",5,"0,16","18,870000000000005","83,02","0,54","71,03","95,31","0,42","62,11","93,17","3,08","40,54",100,"4,92","26,67",100,5,"2,41","-1,41","4,46","5,73","-1,2700000000000005",5,"12,18","68,57","82,7","30,15","95,24",100,"24,37","84,21000000000001","87,03","12,76","91,43",100,error,"80,95","72,44","4,4",error,error,"-8,6","32,81","76,06",-61,"5,170000000000002","97,58",error,"9,13","76,06","99,44","20,15",50,0,"45,94","15,489999999999995","90,76","7,78","76,27","99,83","2,14","48,48","90,92","2,7","33,019999999999996","63,07",error,error,error,error,error,error,"29,4","21,33","47,99","18,26","24,049999999999997","74,03","2,93","32,040000000000006","84,49",error,error,error,"1219,3",0,"99,18","1,03","38,32","89,13","0,96","41,12","90,91","13,47","55,81","45,04","37,19","25,25",98,"31,53","47,96","57,12",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"0,8","89,06",100,error,error,error,"1,33","54,55",65,error,error,error,error,error,error,error,error,error,error,error,error,error,"43,81","47,91",error,0,"97,28"
1390,TNC,"3,5",20618,44466,"1,47","1,66",5,"0,48",error,error,"0,41","27,370000000000005","71,43","0,67","23,849999999999994","45,45","2,02","47,6","67,61","6,07","25,909999999999997","90,84",7,"3,53","-2,63","9,66","7,2","2,46",8,"8,15","54,42","88,69","5,47","50,82","89,82","14,19","75,9","78,76","5,53","62,07","44,95",error,"75,01","64,72","-1,8","40,64","78,57","17,5","74,06","75,83",error,error,error,6,"25,15","47,57","99,5",error,error,error,"25,15","47,84","99,5","24,86","48,93","93,86","3,34","31,689999999999998","73,15","1,4","56,15","57,43","18,02","54,41","92,59","15,02","53,56","79,62","17,61","52,33",88,"11,14","59,37","81,28","1,52","55,16","60,55","2,03","53,57","98,76","34,22","38,17","71,55","1,91","49,1","68,86","1,33","48,81","65,28999999999999","80,66","67,62","84,93","66,43","61,78","42,7","60,97","39,42","97,28","1,17","43,06","79,17","0,29","51,49",100,"1,9","58,49",100,"1,24","41,3",0,"1,31","45,47","79,44","-1,1","52,3","93,88","10,54",error,error,"1,4","52,99","69,03999999999999",error,"20,14","55,77","1,06","56,76","60,82","1,75","46,09","88,35","3,43","20,200000000000003","79,07",error,"62,19","46,02",error,"82,7","79,13"
1391,TNDM,0,976865,646731,"7,38","7,39",6,"1,88","40,75","99,98","0,46","25,310000000000002","95,7","0,81","14,540000000000006","83,8","7,3","8,379999999999995",100,"3,68","10,689999999999998",100,7,"10,72","-2,32","13,77","4,9","8,87",2,"4,32","52,41",100,"3,29","52,2",100,"6,25","56,22",100,"2,87","57,41",100,error,"67,68",100,"-24,4","14,530000000000001","87,64","71,5","91,69","94,98","64,8","88,18","79,36",error,"413,45","1,519999999999996","98,96","146,94","8,260000000000005",0,"413,45","1,269999999999996","98,96","252,96","3,989999999999995","98,28","19,52","5,420000000000002","81,94","11,56","31,39","62,54","90,07","19,89","99,95","71,75","14,079999999999998","97,33","248,27","3,1299999999999955","81,52","169,41","4,569999999999993","98,67","11,1","32,97","53,34","6,3","17,069999999999993","85,45",error,error,error,"6,31","71,76","40,54","5,76","72,63","41,98","79,12","85,27","99,19","41,49","79,97","99,9","28,69","14,849999999999994","95,74",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"-83,3","7,579999999999998","46,36","18,93","8,930000000000007","77,26","44,03","0,9599999999999937","99,93",error,error,error,error,error,error,error,error,error,"18,36","0,5699999999999932","99,9",error,"49,88","99,99",error,error,error
1392,TNET,0,197725,192225,"5,48","5,51",6,"1,24","52,4",100,"0,26","20,33",100,"0,68","33,19","51,77","1,12","66,21000000000001","96,31","19,7","52,83","62,07",5,"3,61","-2,65","22,68","9,24","13,44",7,"9,01","64,61","98,27","6,66","66,12","98,67","42,38","95,81",100,"9,72","81,8",100,error,"93,44","78,86","8,7","74,77","97,55","23,4","78,17","68,39",17,"68,77","85,18",error,"19,14","52,09","99,93","16,51","50,54",0,"19,14","52,72","99,93","10,82","65,67","88,2","6,8","14,400000000000006","98,5","1,27","50,5","70,99","10,15","64,77000000000001","84,89","9,5","58,47","79,78","13,36","56,05","78,63","10,91","51,17","60,6","1,22","55,7","65,25","0,64","84,18","74,31","56,09","17,340000000000003","89,69","1,41","37,77",100,"1,41","45,3",100,error,error,error,"0,75","99,61",100,"6,81","6,769999999999996",100,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"1,6","91,03",100,"10,79","13,030000000000001",100,"1,28","46,69","88,7",error,error,error,error,error,error,"0,77","77,65","60,71","3,03","22,810000000000002","89,7",error,"67,64","56,57",error,"89,7","73,95"
1393,TNL,1,1046950,676381,"4,71","9,86",3,"0,07","15,019999999999996","66,67","-0,13","7,010000000000005","97,67","-6,24","98,72","77,65","8,31","32,19","97,27","2,65","25,849999999999994","72,9",7,"1,95","-2,63","6,45","7,28","-0,8300000000000001",7,"18,29","87,18","87,51","7,05","73,21000000000001","44,93",error,error,error,"2,9","73,59","46,79",error,"87,49","62,26","-11,9","58,3",100,"-56,4","7,319999999999993",100,error,error,error,3,"23,42","46,55","56,28","13,46","82,26",0,"23,01","47,4","54,58","15,52","59,4","98,34",error,error,error,"1,63","68,1","55,71","8,92","75,26","42,27","8,11","69,85","47,98","18,78","52,35","64,44","15,1","54,05","96,14","3,33","58,72","55,06",error,error,error,"11,68","74,18","62,75","3,1","80,25","64,5","2,19",76,"68,25","327,59","10,560000000000002","85,08","14,63","78,91","92,5","14,64","9,519999999999996","96,74","2,28","62,5","94,92","0,5","33,730000000000004","55,32","-11,6","66,12",100,"2,56","63,47",0,"2,04","55,41","94,88","4,9","96,87","47,42",error,error,error,"1,21","50,64","94,85",error,error,error,"1,79","38,26","57,64",error,error,error,error,error,error,error,"77,66","57,99",error,"38,62","84,69"
1394,TOL,1,2046481,1688146,"7,62","10,04",4,"0,43","40,74","54,12","0,46","49,11","87,18","0,72","41,35","94,82","3,25","37,89","99,85",N/A,error,error,8,"3,33","-2,51","9,06","8,87","0,19000000000000128",7,"11,61","60,38",100,"9,48","57,55","83,78999999999999","16,74","63,81","97,2","7,48","63,06","80,33",error,"41,82","96,04","14,7","77,23","43,11","14,6","68,09","66,11",11,"65,56","62,58",9,"9,52","53,61","95,61","6,31","64,86",0,"9,52","53,61","95,61","6,43","60,81","99,72","1,46","41,12","55,74","0,91","53,91","82,34","6,37","61,04","98,33","6,07","62,64","98,03","8,85","48,98","98,89","8,28","47,96","77,3","1,1","48,57","92,33","0,48","59,26","61,54","17,95","26,230000000000004","89,81","6,23","86,49","54,19","1,32","70,27","57,52","426,99","34,31","97,28",error,error,error,"26,54","36,89",100,"1,07","12,159999999999997","66,28","0,09","88,89",80,"14,8","73,68",100,"1,07","8,11",0,"1,07","8,11","66,28","6,3","95,06","64,56","1,44","46,23","85,62","0,56","80,52","99,61",error,error,error,"0,73","81,03","85,91","0,52",55,"74,36","0,78","53,68","85,28",error,"54,95","86,52",error,"93,75","87,43"
1395,TOST,0,2755350,3205450,"12,25","12,31",6,NoDebt,"99,89",100,"0,61","54,77",100,error,error,error,error,error,error,error,error,error,N/A,0,0,"-49,22","7,74","-56,96",error,"-15,17",27,100,"-43,02","19,680000000000007",100,error,error,error,"-30,06","15,849999999999994",100,error,"11,340000000000003",100,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"12,46","12,790000000000006","99,07","9,74","22,689999999999998","99,18",error,error,error,error,error,error,"-39,65",error,"98,45","-43,06",error,"98,47","16,71","14,209999999999994",100,error,error,error,error,error,error,"5,22","83,49",100,"5,08","83,44",100,"18,69","49,38",100,"17,6","93,12",100,"18,21","17,799999999999997","64,8",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"13,34","20,069999999999993","99,03",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"29,310000000000002","99,62",error,error,error
1396,TPH,0,1823095,1026597,"2,83","3,72",5,"0,42","37,04","80,93","0,56","66,07","69,57","0,6","48,08","53,06","2,32","51,58","47,96",N/A,error,error,8,"3,96","-2,41","12,73","8,13","4,6",7,"14,82","74,53",100,"11,4","68,87",100,"19,33","72,38","60,14","10,67","80,18","53,84",error,50,"70,19","11,5","71,28999999999999","81,41","11,6","64,89",70,"21,5","74,44","54,6",error,"6,92","74,23","92,12","7,31","51,35",0,"6,92","74,23","92,12","6,99","58,11","99,17","1,24","56,07","48,8","0,77",60,"75,92","7,16","58,44","99,81","6,77","57,14","97,12","6,4","72,45","90,88","6,02","71,43","89,7","0,93","62,86","83,82","0,9","40,74","72,85","14,66","49,18","61,6","7,42","89,19","87,77","1,34","71,17","89,95","383,41","41,18","80,26","3,26","84,53999999999999","60,1","14,02","10,680000000000007","81,96000000000001",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"6,9","96,3",100,"1,3","55,66","47,68","0,58","79,22","95,9",error,error,error,error,error,error,"0,4","62,5","90,43","0,63","72,63",80,error,"75,68","45,68",error,"87,5","94,78"
1397,TPIC,0,1098468,1081959,"0,45671","0,80403",4,"0,27","18,760000000000005","94,06","0,14","5,099999999999994","74,31","3,32","1,7800000000000011","56,66","12,85","5,469999999999999","89,62","0,81","3,1500000000000057","88,83",3,"1,83","-2,18","4,27","7,98","-3,710000000000001",6,"0,5","21,260000000000005","97,57","-3,71","15,969999999999999",100,"-38,6","5,299999999999997",100,"-6,99","11,030000000000001",100,error,"16,040000000000006",100,"19,7","88,43","71,83","-16,6","16,879999999999995","96,42",error,error,error,error,"10,95",error,error,"10,95","89,6",0,error,error,error,error,error,error,"3,57","28,010000000000005","87,47","0,26","94,44",100,error,error,error,error,error,error,"-47,41",error,"65,96000000000001","23,23","32,22","80,62","0,43","89,26",100,error,error,error,error,error,error,"0,9","6,049999999999997",100,"0,89",24,"69,17","2,55","99,66","99,25","29,63","95,35",100,"64,2","42,13","66,24000000000001",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"-2,4","45,17","87,34","3,48","33,650000000000006","91,09",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"15,659999999999997",100,error,"12,64",100
1398,TPR,1,3080815,3416777,"10,31","12,28",5,"0,49","45,87","99,97","0,39","45,14","80,77","1,07","29,349999999999994","54,31","2,65","51,02","98,6","15,58","55,67","99,93",8,"2,66","-2,69","15,58","8,83","6,75",7,"17,52","91,05","42,82","13,7","90,22","76,8","27,94","84,87","62,96","10,2","83,84","57,76",error,"83,18","68,36","-0,1","53,39","90,34","9,2",50,"67,05","28,8","77,09","65,43",9,"12,84","61,92","89,89","10,81","77,21000000000001",0,"12,84","62,6","89,89","10,54","56,91","97,06","3,26","30,480000000000004","80,86","1,77","30,049999999999997","72,42","9,38","53,95","95,97","8,46","50,67","76,55","11,37","59,9","77,27","9,43","55,09","68,27",2,"30,299999999999997","73,58",error,error,error,"16,92","54,86","68,86","1,87","60,45","84,25","1,38","68,16","76,78","155,57","32,379999999999995","90,11","15,2","53,9","65,1","82,11","66,25999999999999",100,"1,33","30,230000000000004","93,21","0,09","92,1",100,-100,"28,209999999999994",100,"2,66","51,98",0,"1,33","29,840000000000003","93,21",1,"83,61","60,13","21,29","4,159999999999997","96,5","1,34","36,89","79,86",error,error,error,"0,73","76,21000000000001","60,76",error,error,error,"3,49","18,269999999999996","91,34",error,"70,35","79,66",error,"30,11","67,50999999999999"
1399,TPTX,0,509000,534726,"1,79","0,86742",7,"162,13","73,62","98,8","0,96","93,92","98,76","0,01","88,36",100,"-0,03",error,80,N/A,error,error,3,"27,28","-0,96","-1212,81","7,68","-1220,49",1,"-672,41","33,8",100,"-666,51","33,17",100,"-20,56","65,82",100,"-19,95","63,59",100,error,"19,97","80,6",error,error,error,"-51,8","7,959999999999994",0,"-51,3","9,310000000000002",0,error,error,error,error,error,error,error,error,error,error,error,error,error,"1,79","70,93","99,03","58,77","28,75","96,43",error,error,error,error,error,error,"-3,84",error,"99,09","-3,91",error,"99,07","25,87","38,98","98,98",error,error,error,error,error,error,"27,02","92,44","67,86","27,02","92,43","67,86",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"-48,3","19,89",0,"1,76","74,25",100,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"30,67","92,15",error,error,error
1400,TPX,3,2716212,1981099,"7,86","10,45",4,"0,18","18,53",100,"0,08","3,25","74,36","7,86","0,5699999999999932","51,58","3,04","31,450000000000003","65,58","13,39","42,99","57,54",7,"3,69","-2,45","24,84","10,62","14,22",8,"17,88","91,16","40,38","12,82","88,38","80,15","146,08","99,48","71,57","16,44","93,72","45,81",error,"94,22","49,92",12,"82,59","69,78999999999999",19,"75,15","70,43","25,3","78,69","55,27",4,"14,33","59,24","91,17","10,83","63,27",0,"14,28",60,"91,23","13,67","62,22","93,17","21,71","1,0300000000000011","91,96000000000001","1,81","30,989999999999995","64,18","13,26","60,16","90,88","11,15","58,04","82,49","12,3","54,04","65,9","10,87","52,62","63,94","2,18","25,769999999999996","68,15","1,3","53,37","93,73","45,09","19,909999999999997","76,59","1,28","24,25","88,28","0,95",39,"89,78","45,56","85,01","60,61","34,62","69,7","87,91","49,17","35,31999999999999","73,05","0,78","19,129999999999995",100,"0,08","94,79",100,error,error,error,"0,89","19,549999999999997",0,"0,78","20,870000000000005",100,"1,9","90,91","64,49000000000001",error,error,error,"1,77","31,900000000000006","54,88",error,"33,33","95,9","1,4","28,08","81,9","0,89","56,2","93,58",error,error,error,error,"62,91","66,56",error,"79,02","66,99"
1401,TREE,1,239257,249207,"1,81","2,37",3,"0,29","16,069999999999993",100,"0,34","31,36","75,31","1,72","23,239999999999995","88,66","6,46","53,68","60,78","0,05","0,12999999999999545",100,6,"1,67","-2,69","0,33","9,42","-9,09",7,"0,22","40,28","77,47","1,22","33,33","65,13","3,28","79,15","45,2","1,05","76,56","50,7",error,"83,7","68,93","15,7","77,01","51,95","5,8","46,48","44,33",error,error,error,9,"157,76","19,129999999999995","81,61","37,4",0,0,"120,04","24,040000000000006","95,78","69,63","17,069999999999993","95,1","4,2","17,540000000000006","77,48","1,72","70,2","89,45","38,28","20,930000000000007","99,55","18,25","49,44","92,24","44,23","39,18","54,53","20,32","57,58","71,89","2,19","73,17","73,11","7,41",4,"59,95","64,57","12,5","96,94","1,32","34,91","82,4","1,32","34,91","82,4",error,error,error,"38,84","68,42","84,81","42,78","28,120000000000005",100,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"-3,1","63,64","91,26",error,error,error,"1,38","55,36","92,68",error,error,error,"0,46","86,21000000000001",100,"9,89",5,"95,21",error,error,error,error,"90,72","97,61",error,"69,23","78,65"
1402,TREX,4,1153007,816238,"11,63","12,29",8,"1,46","63,32","99,99","0,76","89,96000000000001",100,"0,05","86,2","98,79","0,11","94,37","99,28","23316,08","99,67",100,7,"35,65","-2,72","31,51","9,05","22,46",9,"27,03","94,68",100,"20,25","94,26",100,"36,7","96,91","73,58","26,76","99,36","79,85",error,"83,5","53,46","16,6","88,55","68,68","17,1","75,06","47,02","23,3","76,84","65,65",1,"51,55","11,040000000000006","99,21","39,86","2,9099999999999966",0,"51,55","10,790000000000006","99,21","58,13","11,719999999999999",92,"16,18","1,1099999999999994","68,74","10,44","8,170000000000002","70,01","129,37","4,310000000000002","84,9","40,61","14,909999999999997","99,14","38,33","11,079999999999998","95,49","34,76","9,849999999999994","66,43","10,37","4,790000000000006","69,53","2,22","35,980000000000004","93,34","121,93","2,8700000000000045","95,22","2,65","81,69","44,78","2,18","80,49","68,32","36,76","56,9","68,66","78,55","47,11",100,"21,2","5,540000000000006","69,43",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"0,5","81,38","48,68","18,01","2,480000000000004","87,34","7,25","5,090000000000003","94,96",error,"1,6200000000000045","72,65","2,53","7,700000000000003","70,93","2,47","17,319999999999993","72,33","6,42","2,8700000000000045","81,11",error,"30,33","66,97999999999999",error,"80,16",91
1403,TRHC,0,237672,676399,"0,36572000000000005","0,75027",2,"0,03","4,760000000000005",100,"0,13","13,090000000000003","65,78","5,58","3,260000000000005","47,15","-14,69",error,100,error,error,error,3,"0,08","-3,36","-15,81","7,02","-22,83",3,"-21,25","22,540000000000006",100,"-27,37","23,489999999999995",100,"-78,87","10,620000000000005",100,"-17,8","21,269999999999996","75,75",error,"19,97","53,69","24,2","86,17","67,72999999999999",error,error,error,error,error,error,error,"39,59",error,error,"39,59","26,61",0,error,error,error,error,error,error,"5,4","24,200000000000003","89,84","1,03","73,05","96,84",error,error,error,"141,16","4,849999999999994","78,56","-10,03",error,"74,29","-28,9",error,"97,09","2,3","54,36","94,18",error,error,error,error,error,error,"1,35","40,52","48,85","1,27","44,04","49,06","7,21","88,71000000000001","98,88","36,48","64,08","76,75","15,52","12,969999999999999",100,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,"-7,5","41,28",100,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,17,"86,84",error,error,error
1404,TRI,1,440581,347825,"52,36","55,77",6,"0,42","34,709999999999994","80,53","0,61","66,36","89,66","0,27","56,55","96,43","1,39","59,2","99,68","9,59","38,9","99,29",5,"4,68","-1,64","-0,51","3,4","-3,91",6,"31,15","93,83","95,46","102,41","98,56",100,"49,5","97,41",100,"29,9","98,59",100,error,"95,15",100,"14,2","85,15","86,84",35,"85,98","67,74","33,5","82,33","52,78",2,"8,29","84,35","99,43","44,2","7,609999999999999",0,"8,27","84,37","99,48","6,59",80,"99,72","3,66","28,299999999999997","75,91","8,62","11,989999999999995","83,63","36,54","20,39","87,8","27,84","22,290000000000006","80,12","27,43","27,39","84,72","19,77","27,700000000000003","46,68","8,68","12,170000000000002","76,4","10,34","9,89","71,95","28,36","39,4","69,29","0,97","17,400000000000006","88,75","0,97","24,370000000000005","88,46000000000001","9,04","72,35",100,"61,43","47,13","73,67","249,47","90,46000000000001",100,"1,52","32,5","92,94","0,12","92,39",100,"0,1","53,53","72,6","1,52","28,909999999999997",0,"1,46","25,730000000000004","92,97","8,3","99,39","89,8","12,68","11,14","91,66","2,22","25,040000000000006","44,24",error,error,error,"2,89","7,980000000000004","95,36","0,78","76,52",100,"2,16","32,22","95,23",error,"46,38","45,98",error,"59,39","63,01"
1405,TRIP,1,2102296,2672399,"3,89","4,25",4,"0,73","56,34",100,"0,34","34,599999999999994","97,67","1,17","28,72","80,69","-11,64",error,100,error,error,error,3,"2,11","-2,29","-10,51","12,04","-22,549999999999997",6,"-25,23","34,709999999999994","75,89","-24,58","36,66","69,28",-23,"21,33","92,61","-8,76","23,069999999999993","84,34",error,"11,349999999999994","96,16","-26,2","32,959999999999994",100,error,error,error,"-148,2","3,7900000000000063",100,6,"14,83",error,error,"14,83","75,81",0,error,error,error,error,error,error,"4,91","18,769999999999996","80,85","5,06","32,56","78,45",error,error,error,"122,35","9,739999999999995","73,05","-21,11",error,"49,31","-51,72",error,"52,2","5,34","42,62","77,36",error,error,error,"44,95","27,090000000000003","45,2","2,64","77,03999999999999","62,21","2,64","80,37","62,21",error,error,error,"45,85","44,73","70,81","89,34","54,18","82,78999999999999",error,error,error,error,error,error,error,error,error,error,error,error,error,error,error,1,"86,35","82,5",error,error,error,"1,98","35,209999999999994","40,71",error,error,error,"0,78","83,89","98,36",error,error,error,error,error,error,error,"33,45","73,51",error,"35,69",100
